# Han-character frequency over the Kanripo corpus (Kanseki Repository, CC BY-SA 4.0).
# Generated by bin/sino_freq.rb on 2026-08-09 · 1.4.0
# 721813636 character tokens · 28368 distinct characters · 4571394 passages · docs = texts containing the character.
# Top 3000 rows carry Unihan kTotalStrokes/kMandarin and BabelStone IDS.
rank	char	count	docs	strokes	pinyin	ids
2154	闢	37386	2725	21	pì	⿵門辟
2155	矯	37385	2685	17	jiǎo	⿰矢喬
2156	朴	37272	2523	6	pǔ	⿰木卜
2157	截	37253	2671	14	jié	⿹𢦏隹
2158	暉	37210	2357	13	huī	⿰日軍
2159	歛	37133	2461	17	hān	⿰僉欠
2160	雁	37114	1777	12	yàn	⿸厂倠
2161	蠶	37099	2209	24	cán	⿱朁䖵
2162	叩	37094	2679	5	kòu	⿰口卩
2163	脂	37029	2245	10	zhī	⿰月旨
2164	煮	37006	1744	12	zhǔ	⿱者灬
2165	舅	36980	2041	13	jiù	⿱臼男
2166	㸔	36927	1583	11		⿸𠂟目
2167	誕	36890	2744	13	dàn	⿰訁延
2168	脈	36786	1475	10	mài	⿰月𠂢
2169	淨	36774	2559	11	jìng	⿰氵爭
2170	壊	36743	2296	16	huài	⿰土⿱十𭾱
2171	祚	36733	2299	9	zuò	⿰礻乍
2172	巷	36714	2600	9	xiàng	⿱共巳
2173	番	36675	1910	12	fān	⿱釆田
2174	膚	36662	2756	15	fū	⿸虍胃
2175	従	36632	1234	10	cóng	⿰彳⿱䒑龰
2176	随	36631	1797	11	suí	⿰阝迶
2177	匡	36627	2452	6	kuāng	⿷匚王
2178	邾	36626	930	8	zhū	⿰朱阝
2179	牡	36615	2402	7	mǔ	⿰牜土
2180	筮	36608	2016	13	shì	⿱𥫗巫
2181	妖	36590	2892	7	yāo	⿰女夭
2182	緣	36590	2202	15	yuán	⿰糹彖
2183	俎	36580	1655	9	zǔ	⿰仌且
2184	稅	36542	1864	12	shuì	⿰禾兌
2185	濬	36441	1681	17	jùn	⿰氵睿
2186	卽	36439	843	9	jí	⿰皀卩
2187	堡	36398	902	12	bǎo	⿱保土
2188	俸	36388	1676	10	fèng	⿰亻奉
2189	斛	36373	2256	11	hú	⿰角斗
2190	誘	36369	2495	14	yòu	⿰訁秀
2191	觴	36333	2239	18	shāng	⿰角𬀷
2192	顛	36296	2917	19	diān	⿰真頁
2193	勘	36276	1810	11	kān	⿰甚力
2194	劄	36198	1267	14	zhá	⿰答刂
2195	魄	36112	3058	14	pò	⿰白鬼
2196	阜	36096	2453	8	fù	⿱𠂤十
2197	瀆	36065	2492	18	dú	⿰氵賣
2198	彩	36043	2574	11	cǎi	⿰采彡
2199	油	36021	2291	8	yóu	⿰氵由
2200	艾	36008	2445	5	ài	⿱艹乂
2201	劾	35957	1498	8	hé	⿰亥力
2202	泄	35896	2575	8	xiè	⿰氵世
2203	盞	35877	1295	13	zhǎn	⿱戔皿
2204	屠	35850	2464	11	tú	⿸尸者
2205	稀	35848	2294	12	xī	⿰禾希
2206	貽	35832	2565	12	yí	⿰貝台
2207	裂	35829	2858	12	liè	⿱列衣
2208	雕	35770	2481	16	diāo	⿰周隹
2209	叶	35769	1506	5	yè	⿰口十
2210	仇	35751	2468	4	chóu	⿰亻九
2211	賁	35708	2212	12	bì	⿱卉貝
2212	鈞	35681	2519	12	jūn	⿰釒匀
2213	壘	35629	2328	18	lěi	⿱畾土
2214	柄	35600	2716	9	bǐng	⿰木丙
2215	措	35598	2579	11	cuò	⿰扌昔
2216	棘	35592	2610	12	jí	⿰朿朿
2217	絡	35581	2488	12	luò	⿰糹各
2218	𤓰	35540	1861	4		㇯瓜丶
2219	揺	35529	2033	12	yáo	⿰扌⿱爫𠙻
2220	壤	35507	2618	20	rǎng	⿰土襄
2221	漠	35449	2367	13	mò	⿰氵莫
2222	漆	35445	2467	14	qī	⿰氵桼
2223	猷	35432	2205	13	yóu	⿰酋犬
2224	呂	35391	1622	7	lǚ	⿳口㇒口
2225	靣	35238	1825	8	miàn	⿱丆回
2226	洽	35233	2547	9	qià	⿰氵合
2227	宸	35196	1971	10	chén	⿱宀辰
2228	壓	35161	2532	17	yā	⿸厭土
2229	蓄	35150	2535	13	xù	⿱艹畜
2230	沃	35134	2458	7	wò	⿰氵夭
2231	肖	35064	2543	7	xiào	⿱⺌⺝
2232	渚	35031	2108	11	zhǔ	⿰氵者
2233	誼	35031	2190	15	yì	⿰訁宜
2234	潜	34949	2654	15	qián	⿰氵替
2235	需	34929	1897	14	xū	⿱雨而
2236	線	34905	1781	15	xiàn	⿰糹泉
2237	耿	34852	2230	10	gěng	⿰耳火
2238	暖	34851	2208	13	nuǎn	⿰日爰
2239	泗	34807	2095	8	sì	⿰氵四
2240	詢	34757	2387	13	xún	⿰訁旬
2241	籠	34705	2518	22	lóng	⿱𥫗龍
2242	餉	34687	1886	14	xiǎng	⿰飠向
2243	障	34676	2774	13	zhàng	⿰阝章
2244	鄂	34662	1723	11	è	⿰咢阝
2245	㕘	34641	1475	11		⿱厽尒
2246	衮	34618	2131	10	gǔn	⿳亠公𧘇
2247	勑	34591	1818	10	chì	⿰來力
2248	臂	34590	2585	17	bì	⿱辟⺝
2249	邇	34554	2564	17	ěr	⿺辶爾
2250	乖	34536	2982	8	guāi	⿻千北
2251	苓	34520	1274	8	líng	⿱艹令
2252	箕	34507	2647	14	jī	⿱𥫗其
2253	粗	34495	2575	11	cū	⿰米且
2254	梓	34475	2501	11	zǐ	⿰木辛
2255	肇	34469	2358	14	zhào	⿱𢼄聿
2256	檄	34372	1862	17	xí	⿰木敫
2257	沐	34322	2834	7	mù	⿰氵木
2258	液	34302	2559	11	yè	⿰氵夜
2259	墳	34296	2541	15	fén	⿰土賁
2260	幅	34267	2172	12	fú	⿰巾畐
2261	竝	34253	1154	10	bìng	⿰立立
2262	踈	34222	2473	14	shū	⿰𧾷束
2263	募	34207	1548	12	mù	⿱莫力
2264	樵	34181	2227	16	qiáo	⿰木焦
2265	胎	34176	2696	9	tāi	⿰月台
2266	這	34154	1136	10	zhè	⿺辶言
2267	妨	34152	2808	7	fáng	⿰女方
2268	壹	34121	1445	12	yī	⿱⿱士冖豆
2269	膠	34074	2412	15	jiāo	⿰月翏
2270	郷	34058	1697	10	xiāng	⿲乡{18}阝
2271	濫	34057	2482	17	làn	⿰氵監
2272	㓜	34046	2139	5	yòu	⿰幺刀
2273	暢	34043	2811	14	chàng	⿰申昜
2274	怠	34022	2653	9	dài	⿱台心
2275	匈	33996	1268	6	xiōng	⿹勹凶
2276	崑	33977	2345	11	kūn	⿱山昆
2277	峽	33964	1719	10	xiá	⿰山夾
2278	打	33929	2235	5	dǎ	⿰扌丁
2279	苔	33909	1647	8	tái	⿱艹台
2280	潁	33900	1809	15	yǐng	⿰⿱匕水頁
2281	絹	33872	1831	13	juàn	⿰糹肙
2282	収	33871	1918	4	shōu	⿰丩又
2283	衢	33839	2575	24	qú	⿲彳瞿亍
2284	賑	33836	1436	14	zhèn	⿰貝辰
2285	敝	33781	2354	11	bì	⿰㡀攵
2286	蹇	33776	2335	17	jiǎn	⿱𡨄足
2287	纎	33770	2414	21	xiān	⿰糹韯
2288	浚	33696	1825	10	jùn	⿰氵夋
2289	柏	33689	2089	9	bǎi bó	⿰木白
2290	衙	33678	1758	13	yá	⿲彳吾亍
2291	姿	33667	2198	9	zī	⿱次女
2292	喇	33658	439	12	lǎ	⿰口剌
2293	筋	33648	2303	12	jīn	⿱𥫗肋
2294	奕	33598	2326	9	yì	⿱亦大
2295	牆	33575	2178	17	qiáng	⿰爿嗇
2296	閔	33572	2118	12	mǐn	⿵門文
2297	薪	33457	2570	16	xīn	⿱艹新
2298	勃	33393	2206	9	bó	⿰孛力
2299	敖	33345	1751	10	áo	⿰𫠤攵
2300	𦵏	33290	1383	13		⿳艹死大
2301	憤	33282	2374	15	fèn	⿰忄賁
2302	荘	33268	1596	9	zhuāng	⿱艹壮
2303	瑶	33257	2231	14	yáo	⿰𤣩䍃
2304	册	33198	1790	5	cè	⿻⿰⺆⺆一
2305	凖	33142	2204	12	zhǔn	⿱准十
2306	匠	33102	2502	6	jiàng	⿷匚斤
2307	慧	33071	2605	15	huì	⿱彗心
2308	旨	33017	2077	6	zhǐ	⿱匕日
2309	紂	32915	1758	9	zhòu	⿰糹寸
2310	勵	32888	2063	16	lì	⿰厲力
2311	派	32882	1727	9	pài	⿰氵𠂢
2312	檀	32855	2290	17	tán	⿰木亶
2313	笙	32829	2119	11	shēng	⿱𥫗生
2314	跋	32818	2121	12	bá	⿰𧾷犮
2315	叟	32753	2205	9	sǒu	⿱𦥔又
2316	邀	32749	2330	16	yāo	⿺辶敫
2317	婚	32717	2229	11	hūn	⿰女昏
2318	枉	32694	2732	8	wǎng	⿰木王
2319	沮	32643	2253	8	jǔ	⿰氵且
2320	攀	32621	2354	19	pān	⿱樊手
2321	綴	32618	2569	14	zhuì	⿰糹叕
2322	牒	32600	2002	13	dié	⿰片枼
2323	芒	32576	2656	6	máng	⿱艹亡
2324	榆	32544	2183	13	yú	⿰木俞
2325	昊	32542	2129	8	hào	⿱日天
2326	摧	32529	2688	14	cuī	⿰扌崔
2327	圃	32511	2415	10	pǔ	⿴囗甫
2328	爐	32488	2433	20	lú	⿰火盧
2329	膝	32479	2439	15	xī	⿰月桼
2330	綬	32474	1938	14	shòu	⿰糹受
2331	鮑	32474	1981	16	bào	⿰魚包
2332	廻	32449	1784	8	huí	⿺廴回
2333	碩	32418	2119	14	shuò	⿰石頁
2334	咽	32403	2386	9	yàn	⿰口因
2335	膽	32403	2307	17	dǎn	⿰月詹
2336	汴	32361	1676	7	biàn	⿰氵卞
2337	夘	32358	1719	5	mǎo	⿰夕卩
2338	邁	32356	2396	15	mài	⿺辶萬
2339	魁	32354	2431	13	kuí	⿺鬼斗
2340	隣	32329	2298	14	lín	⿰阝粦
2341	亞	32321	2335	8	yà	⿱{40}一
2342	稼	32292	2460	15	jià	⿰禾家
2343	曜	32285	2209	18	yào	⿰日翟
2344	磬	32283	2099	16	qìng	⿱殸石
2345	睡	32254	2177	13	shuì	⿰目垂
2346	塲	32238	2011	14	cháng	⿰土𬀷
2347	飭	32214	1804	12	chì	⿰飠𱐩
2348	禎	32182	1474	13	zhēn	⿰礻貞
2349	莖	32085	2013	10	jīng	⿱艹巠
2350	汾	31977	1886	7	fén	⿰氵分
2351	握	31910	2964	12	wò	⿰扌屋
2352	劇	31852	2214	15	jù	⿰豦刂
2353	疊	31844	2369	22	dié	⿱畾冝
2354	偕	31820	2380	11	xié	⿰亻皆
2355	欵	31806	2165	11	kuǎn	⿰𠤕欠
2356	電	31766	2688	13	diàn	⿱雨{46}
2357	輦	31734	2176	15	niǎn	⿱㚘車
2358	鄒	31715	2060	12	zōu	⿰芻阝
2359	浴	31705	2788	10	yù	⿰氵谷
2360	稻	31681	2180	15	dào	⿰禾舀
2361	版	31677	2216	8	bǎn	⿰片反
2362	㝠	31674	2485	11	míng	⿱宀昗
2363	函	31638	2497	8	hán	⿶凵⿱乛氺
2364	悼	31614	2113	11	dào	⿰忄卓
2365	貯	31591	2160	12	zhù	⿰貝宁
2366	憚	31505	2474	15	dàn	⿰忄單
2367	莒	31482	1252	9	jǔ	⿱艹吕
2368	裔	31481	2313	13	yì	⿱衣冏
2369	冲	31479	2477	6	chōng	⿰冫中
2370	斧	31396	2706	8	fǔ	⿱父斤
2371	帷	31349	2231	11	wéi	⿰巾隹
2372	鈔	31343	1380	12	chāo	⿰釒少
2373	翟	31336	1965	14	dí	⿱羽隹
2374	着	31324	1992	11	zhe	⿸⺶目
2375	羙	31319	1449	10	gāo	⿱𦍌火
2376	隸	31312	1134	17	lì	⿰柰隶
2377	榜	31295	1939	14	bǎng	⿰木旁
2378	袖	31251	2265	10	xiù	⿰衤由
2379	嗜	31238	2733	13	shì	⿰口耆
2380	甸	31199	1878	7	diàn	⿹勹田
2381	逾	31168	2368	12	yú	⿺辶俞
2382	謫	31137	2215	18	zhé	⿰訁啇
2383	澹	31121	2156	16	dàn	⿰氵詹
2384	促	31117	2659	9	cù	⿰亻足
2385	寥	31117	2342	14	liáo	⿱宀翏
2386	迫	31044	2590	8	pò	⿺辶白
2387	駭	31042	2656	16	hài	⿰馬亥
2388	犀	31032	2120	12	xī	⿸尸⿱氺牛
2389	濯	30996	2425	17	zhuó	⿰氵翟
2390	闔	30934	2607	18	hé	⿵門盍
2391	壞	30906	2671	19	huài	⿰土褱
2392	勁	30903	2336	9	jìn	⿰巠力
2393	扁	30877	2168	9	biǎn	⿸户𠕁
2394	捨	30867	2623	11	shě	⿰扌舍
2395	吞	30821	2770	7	tūn	⿱天口
2396	㧞	30810	2101	8		⿰扌叐
2397	椒	30799	2076	12	jiāo	⿰木叔
2398	侈	30775	2435	8	chǐ	⿰亻多
2399	珪	30774	1889	10	guī	⿰𤣩圭
2400	栢	30769	2318	10	bǎi	⿰木百
2401	換	30752	2386	12	huàn	⿰扌奐
2402	矩	30717	2320	9	jǔ	⿰矢巨
2403	祁	30664	1887	6	qí	⿰礻阝
2404	鈎	30636	2522	12	gōu	⿰釒勾
2405	般	30585	2489	10	bān	⿰舟殳
2406	諒	30585	2299	15	liàng	⿰訁京
2407	蕪	30540	2351	15	wú	⿱艹無
2408	匿	30539	2421	10	nì	⿷匚若
2409	森	30513	2254	12	sēn	⿱木林
2410	醴	30500	2172	20	lǐ	⿰酉豊
2411	縮	30484	2505	17	suō	⿰糹宿
2412	棟	30465	2324	12	dòng	⿰木東
2413	畔	30380	2559	10	pàn	⿰田半
2414	詰	30360	2472	13	jié	⿰訁吉
2415	噶	30322	325	15	gá	⿰口葛
2416	濶	30318	2153	17	kuò	⿰氵䦚
2417	紳	30283	2053	11	shēn	⿰糹申
2418	隙	30274	2550	12	xì	⿰阝𡭴
2419	札	30255	2353	5	zhá	⿰木乚
2420	岑	30252	1894	7	cén	⿱山今
2421	术	30210	1036	5	shù	⿺木丶
2422	伴	30199	2034	7	bàn	⿰亻半
2423	訛	30193	2362	11	é	⿰訁化
2424	慙	30140	2081	15	cán	⿱斬心
2425	隊	30126	1818	11	duì	⿰阝㒸
2426	朽	30099	2738	6	xiǔ	⿰木丂
2427	蟬	30056	2099	18	chán	⿰虫單
2428	襟	30049	2239	18	jīn	⿰衤禁
2429	虹	29984	2099	9	hóng	⿰虫工
2430	粲	29975	2182	13	càn	⿱𣦼米
2431	灑	29806	2365	22	sǎ	⿰氵麗
2432	萌	29751	2710	11	méng	⿱艹明
2433	减	29730	2004	11	jiǎn	⿰冫咸
2434	鵲	29723	2263	19	què	⿰昔鳥
2435	栗	29671	2337	10	lì	⿱覀木
2436	鳩	29590	2281	13	jiū	⿰九鳥
2437	豕	29531	2191	7	shǐ	⿱一𧰨
2438	橘	29526	1845	16	jú	⿰木矞
2439	閱	29474	2183	15	yuè	⿵門兌
2440	庻	29441	1747	11	shù	⿸广⿱廿从
2441	邕	29440	1587	10	yōng	⿱巛邑
2442	滓	29437	1601	13	zǐ	⿰氵宰
2443	妹	29380	2011	8	mèi	⿰女未
2444	輯	29380	2220	16	jí	⿰車咠
2445	彖	29352	1126	9	tuàn	⿱彑𧰨
2446	軸	29311	2378	12	zhóu	⿰車由
2447	騷	29309	2178	19	sāo	⿰馬蚤
2448	乍	29303	2164	5	zhà	⿸⿱𠂉丨二
2449	阮	29296	1996	6	ruǎn	⿰阝元
2450	狗	29278	2415	8	gǒu	⿰犭句
2451	評	29223	2185	12	píng	⿰訁平
2452	確	29220	2205	15	què	⿰石隺
2453	做	29212	1324	11	zuò	⿰亻故
2454	攜	29179	1971	21	xié	⿰扌巂
2455	戾	29151	2592	8	lì	⿸户犬
2456	諾	29150	2138	15	nuò	⿰訁若
2457	央	29137	2757	5	yāng	⿻𠀃人
2458	島	29136	2021	10	dǎo	⿹{47}山
2459	逝	29102	2438	10	shì	⿺辶折
2460	棠	29074	2113	12	táng	⿱𫩠木
2461	膳	29072	1923	16	shàn	⿰月善
2462	護	28926	2412	20	hù	⿰訁蒦
2463	懲	28870	2189	19	chéng	⿱徵心
2464	劑	28843	1553	16	jì	⿰齊刂
2465	蹈	28839	2571	17	dǎo	⿰𧾷舀
2466	拉	28837	1093	8	lā	⿰扌立
2467	麾	28836	2082	15	huī	⿸麻毛
2468	猿	28823	1886	13	yuán	⿰犭袁
2469	刃	28806	2380	3	rèn	⿹刀㇒
2470	閤	28780	1601	14	gé	⿵門合
2471	挺	28677	2383	9	tǐng	⿰扌廷
2472	蔣	28625	1887	14	jiǎng	⿱艹將
2473	翩	28603	1941	15	piān	⿰扁羽
2474	燥	28582	1931	17	zào	⿰火喿
2475	棺	28544	2079	12	guān	⿰木官
2476	禘	28519	1031	13	dì	⿰礻帝
2477	㦸	28421	2183	12	jǐ	⿰卓戈
2478	聼	28403	1357	19	tīng	⿰⿱乛耳𢛳
2479	醒	28403	2174	16	xǐng	⿰酉星
2480	蠲	28390	1818	23	juān	⿰益蜀
2481	筠	28389	1703	13	yún	⿱𥫗均
2482	璽	28383	1583	19	xǐ	⿱爾玉
2483	槐	28358	2069	13	huái	⿰木鬼
2484	療	28329	1795	17	liáo	⿸疒尞
2485	醜	28312	2668	16	chǒu	⿰酉鬼
2486	笛	28308	1752	11	dí	⿱𥫗由
2487	覲	28301	2095	18	jìn	⿰堇見
2488	籌	28285	2063	20	chóu	⿱𥫗壽
2489	扈	28275	1958	11	hù	⿸户邑
2490	恣	28271	2606	10	zì	⿱次心
2491	樽	28213	1982	16	zūn	⿰木尊
2492	堰	28199	1057	12	yàn	⿰土匽
2493	嘯	28189	2408	16	xiào	⿰口肅
2494	胄	28177	2110	9	zhòu	⿱由⺝
2495	誨	28117	2195	14	huì	⿰訁每
2496	邢	28087	1674	6	xíng	⿰开阝
2497	丗	28082	370	5	shì	⿻廿丨
2498	楹	28054	1920	13	yíng	⿰木盈
2499	鎭	28046	1415	18	zhèn	⿰釒眞
2500	拙	28018	2480	8	zhuō	⿰扌出
2501	簫	28018	2054	19	xiāo	⿱𥫗肅
2502	耗	28016	2258	10	hào	⿰耒毛
2503	婁	28010	2021	11	lóu	⿱⿻⿱⿻口一口丨女
2504	饌	27961	1883	20	zhuàn	⿰飠巽
2505	訣	27958	2549	11	jué	⿰訁夬
2506	坦	27940	2311	8	tǎn	⿰土旦
2507	禀	27922	2587	13	bǐng	⿱㐭示
2508	悵	27914	1883	11	chàng	⿰忄長
2509	圜	27896	1841	16	huán	⿴囗睘
2510	埋	27895	2557	10	mái	⿰土里
2511	演	27890	2542	14	yǎn	⿰氵寅
2512	酸	27839	2174	14	suān	⿰酉夋
2513	𥘉	27835	553	6		⿰礻刀
2514	鋪	27809	2199	15	pù	⿰釒甫
2515	芍	27789	1165	6	sháo	⿱艹勺
2516	滕	27778	1978	15	téng	⿰月𣳾
2517	鬢	27744	1809	24	bìn	⿱髟賓
2518	媚	27708	2491	12	mèi	⿰女眉
2519	挽	27691	2310	10	wǎn	⿰扌免
2520	佞	27680	2235	7	nìng	⿰亻𡚬
2521	淸	27535	798	11	qīng	⿰氵靑
2522	漿	27519	2435	15	jiāng	⿱將水
2523	詹	27519	1685	13	zhān	⿸厃⿱八言
2524	冶	27514	2460	7	yě	⿰冫台
2525	倡	27479	2306	10	chàng	⿰亻昌
2526	轄	27476	1600	17	xiá	⿰車害
2527	模	27445	2511	14	mó	⿰木莫
2528	頼	27432	2140	16	lài	⿰束頁
2529	芙	27415	1764	7	fú	⿱艹夫
2530	轍	27404	2301	19	zhé	⿰車𰕎
2531	纓	27351	2215	23	yīng	⿰糹嬰
2532	鄴	27337	1463	15	yè	⿰業阝
2533	蓉	27327	1719	13	róng	⿱艹容
2534	綵	27324	2059	14	cǎi	⿰糹采
2535	諧	27255	2434	16	xié	⿰訁皆
2536	態	27241	2357	14	tài	⿱能心
2537	街	27196	1988	12	jiē	⿲彳圭亍
2538	懇	27195	1979	17	kěn	⿱貇心
2539	茯	27193	730	9	fú	⿱艹伏
2540	掖	27191	2068	11	yē	⿰扌夜
2541	虐	27187	2238	9	nüè	⿸虍𰀂
2542	㫁	27155	1699	14	duàn	⿰⿺𠃊⿱𢆶兀斤
2543	袍	27108	2076	10	páo	⿰衤包
2544	煥	27041	2201	13	huàn	⿰火奐
2545	丕	27035	1866	5	pī	⿱不一
2546	䧟	27032	1787	13	xiàn	⿰阝舀
2547	竄	27022	2327	18	cuàn	⿱穴鼠
2548	畆	26979	1691	9	mǔ	⿰亩厶
2549	粹	26963	2249	14	cuì	⿰米卒
2550	濃	26961	1951	16	nóng	⿰氵農
2551	𩔖	26950	649	18		⿰类頁
2552	捧	26941	2229	11	pěng	⿰扌奉
2553	藤	26929	1749	18	téng	⿱艹滕
2554	寐	26837	2551	12	mèi	⿱宀𱭏
2555	濡	26821	2443	17	rú	⿰氵需
2556	霽	26791	2044	22	jì	⿱雨齊
2557	寰	26788	1836	16	huán	⿱宀睘
2558	睦	26784	2133	13	mù	⿰目坴
2559	槩	26715	2499	13	gài	⿱既木
2560	羡	26663	2078	12	xiàn	⿱𦍌次
2561	璞	26610	1859	16	pú	⿰𤣩菐
2562	壅	26595	2044	16	yōng	⿱雍土
2563	吝	26560	2105	7	lìn	⿱文口
2564	溫	26547	1461	13	wēn	⿰氵𥁕
2565	杞	26495	1962	7	qǐ	⿰木己
2566	佑	26382	2100	7	yòu	⿰亻右
2567	訴	26382	2144	12	sù	⿰訁斥
2568	僻	26288	2626	15	pì	⿰亻辟
2569	皓	26285	2301	12	hào	⿰白告
2570	状	26271	1580	7	zhuàng	⿰丬犬
2571	祇	26246	2343	8	qí	⿰礻氏
2572	頴	26242	2002	16	yǐng	⿰𥘈頁
2573	痰	26209	560	13	tán	⿸疒炎
2574	亢	26204	2314	4	kàng	⿱亠几
2575	葵	26153	2050	12	kuí	⿱艹癸
2576	轅	26137	2383	17	yuán	⿰車袁
2577	淪	26102	2740	11	lún	⿰氵侖
2578	馭	26085	2298	12	yù	⿰馬又
2579	駿	26062	2074	17	jùn	⿰馬夋
2580	貸	26044	1957	12	dài	⿱代貝
2581	墻	26026	2318	16	qiáng	⿰土嗇
2582	軫	26021	2028	12	zhěn	⿰車㐱
2583	蹟	26010	1756	18	jī	⿰𧾷責
2584	畨	25997	1679	11	pān	⿱米田
2585	硯	25980	1697	12	yàn	⿰石見
2586	萃	25949	2194	11	cuì	⿱艹卒
2587	剉	25920	670	9	cuò	⿰坐刂
2588	涵	25915	2178	11	hán	⿰氵函
2589	綽	25903	1986	14	chuò	⿰糹卓
2590	戀	25879	2428	23	liàn	⿱䜌心
2591	欠	25873	2023	4	qiàn	⿱⿰㇒乛人
2592	疲	25856	2271	10	pí	⿸疒皮
2593	柯	25855	2299	9	kē	⿰木可
2594	岱	25840	1717	8	dài	⿱代山
2595	漳	25800	1539	14	zhāng	⿰氵章
2596	琅	25765	2085	11	láng	⿰𤣩良
2597	糾	25743	1955	8	jiū	⿰糹丩
2598	臘	25726	2126	19	là	⿰月巤
2599	饋	25689	2094	20	kuì	⿰飠貴
2600	奢	25687	2247	11	shē	⿱大者
2601	批	25683	1603	7	pī	⿰扌比
2602	喧	25645	2101	12	xuān	⿰口宣
2603	肌	25644	2158	6	jī	⿰月几
2604	鉅	25597	1966	12	jù	⿰釒巨
2605	港	25588	1008	12	gǎng	⿰氵巷
2606	冢	25584	1800	10	zhǒng	⿱冖豖
2607	鶯	25566	1437	21	yīng	⿱𤇾鳥
2608	夭	25543	2645	4	yāo	⿱㇒大
2609	鷹	25538	2138	24	yīng	⿸䧹鳥
2610	恱	25524	1841	9	yuè	⿰忄兊
2611	核	25524	2128	10	hé	⿰木亥
2612	揆	25517	2297	12	kuí	⿰扌癸
2613	灘	25501	1610	22	tān	⿰氵難
2614	剪	25492	2372	11	jiǎn	⿱前刀
2615	別	25488	1420	7	bié	⿰𠮠刂
2616	郢	25488	1726	9	yǐng	⿰呈阝
2617	疋	25461	1428	5	pǐ	⿱乛龰
2618	兖	25411	1499	8	yǎn	⿱亠兊
2619	恢	25352	2090	9	huī	⿰忄灰
2620	婢	25337	1902	11	bì	⿰女卑
2621	驍	25327	1107	22	xiāo	⿰馬堯
2622	控	25300	2107	11	kòng	⿰扌空
2623	冉	25295	1955	5	rǎn	⿻冂土
2624	鷄	25257	2090	21	jī	⿰奚鳥
2625	寃	25245	1937	11	yuān	⿱宀兔
2626	遏	25235	2460	12	è	⿺辶曷
2627	件	25153	1459	6	jiàn	⿰亻牛
2628	闊	25141	2137	17	kuò	⿵門活
2629	穢	25112	2797	18	huì	⿰禾歲
2630	姪	25109	2002	9	zhí	⿰女至
2631	蛟	25066	2099	12	jiāo	⿰虫交
2632	陌	25057	2013	8	mò	⿰阝百
2633	搗	25037	1066	13	dǎo	⿰扌島
2634	群	24954	1664	13	qún	⿰君羊
2635	愆	24934	2539	13	qiān	⿱衍心
2636	填	24891	2190	13	tián	⿰土真
2637	粒	24889	2190	11	lì	⿰米立
2638	渴	24880	2134	12	kě	⿰氵曷
2639	隘	24878	2139	12	ài	⿰阝益
2640	籬	24806	2061	24	lí	⿱𥫗離
2641	奥	24775	2687	12	ào	⿳㇒𭁨大
2642	麓	24773	1915	19	lù	⿱林鹿
2643	琳	24770	1846	12	lín	⿰𤣩林
2644	灣	24768	1381	25	wān	⿰氵彎
2645	藴	24736	2608	18	yùn	⿱艹緼
2646	廊	24727	2045	11	láng	⿸广郎
2647	桀	24700	1896	10	jié	⿱舛木
2648	繆	24694	2256	17	móu	⿰糹翏
2649	遙	24685	1660	13	yáo	⿺辶⿱𱼀缶
2650	縷	24682	2306	17	lǚ	⿰糹婁
2651	鉛	24667	1881	13	qiān	⿰釒⿱𠘧口
2652	漲	24650	1765	14	zhǎng	⿰氵張
2653	劫	24639	1923	7	jié	⿰去力
2654	蔓	24614	2283	14	màn	⿱艹曼
2655	竿	24612	2171	9	gān	⿱𥫗干
2656	衷	24554	2276	10	zhōng	⿳亠中𧘇
2657	鵠	24535	2037	18	hú	⿰告鳥
2658	煉	24525	1653	13	liàn	⿰火柬
2659	蔵	24520	1592	14	zāng	⿱艹𮍏
2660	翳	24476	2351	17	yì	⿱殹羽
2661	輅	24424	1574	13	lù	⿰車各
2662	䖏	24399	991	11	chǔ	⿸虍⿻勿乀
2663	暨	24399	1967	14	jì	⿱既旦
2664	瀉	24391	1407	18	xiè	⿰氵寫
2665	踏	24378	2042	15	tà	⿰𧾷沓
2666	替	24306	2413	12	tì	⿱㚘日
2667	刋	24300	2498	5	qiàn	⿰{109}刂
2668	邈	24266	2282	17	miǎo	⿺辶貌
2669	宥	24258	2043	9	yòu	⿱宀有
2670	㕔	24248	1510	24		⿸厂聽
2671	攷	24226	1775	6	kǎo	⿰丂攵
2672	乂	24209	1907	2	yì	乂
2673	楷	24178	1637	13	kǎi	⿰木皆
2674	閘	24174	660	13	zhá	⿵門甲
2675	凍	24160	2305	10	dòng	⿰冫東
2676	捷	24116	2153	11	jié	⿰扌疌
2677	喀	24092	282	12	kā	⿰口客
2678	檜	24091	1557	17	guì	⿰木會
2679	狹	24036	2400	10	xiá	⿰犭夾
2680	飬	24031	1639	13	juàn	⿱龹良
2681	掾	24026	1569	12	yuàn	⿰扌彖
2682	儼	24019	2288	21	yǎn	⿰亻嚴
2683	趾	24011	2078	11	zhǐ	⿰𧾷止
2684	灼	24002	2378	7	zhuó	⿰火勺
2685	蔚	23957	2062	14	wèi	⿱艹尉
2686	屑	23942	2318	10	xiè	⿸尸肖
2687	梗	23894	2168	11	gěng	⿰木更
2688	詭	23889	2361	13	guǐ	⿰訁危
2689	狩	23887	1955	9	shòu	⿰犭守
2690	庠	23859	1776	9	xiáng	⿸广羊
2691	䕫	23856	1773	20	kuí	⿱艹⿱⿲止白巳⿱八夊
2692	黔	23835	1854	16	qián	⿰黑今
